invoice_id,invoice_month,invoice_date,customer_name,subject,registration_number,発注番号,order_number,subtotal,tax_amount,total_amount
25053396-1,2505,2025-05-19,UDトラックス株式会社,株式会社サクラ物流,北九州130い･812,1700414392,2501944-01,22000,2000,22000
25053397-1,2505,2025-05-20,UDトラックス株式会社,株式会社　VIP,北九州130いえ1025,1700414400,2502425-01,74800,6800,74800
25053398-1,2505,2025-05-20,UDトラックス株式会社,鶴丸海運株式会社,北九州100え2900,1700414397,2502420-01,19800,1800,19800
25053399-1,2505,2025-05-21,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･822,1700414404,2502429-01,17600,1600,17600
25053400-1,2505,2025-05-21,UDトラックス株式会社,久富産業株式会社,北九州11け4317,1700414401,2502392-01,17600,1600,17600
25053401-1,2505,2025-05-25,UDトラックス株式会社,有限会社井手梱包,北九州100あ7481,1700414425,2502409-01,5500,500,5500
25053401-2,2505,2025-05-25,UDトラックス株式会社,有限会社井手梱包,北九州100あ7481,1700414425,2502409-01,2200,200,2200
25053402-1,2505,2025-05-25,UDトラックス株式会社,株式会社サクラ物流,北九州130い･759,1700414424,2502496-01,52800,4800,52800
25053403-1,2505,2025-05-25,UDトラックス株式会社,有限会社行橋鎮西運送,北九州100キ･･43,1700414423,2502131-01,7700,700,7700
25053404-1,2505,2025-05-25,UDトラックス株式会社,田村運輸株式会社,北九州100キ5011,1700414415,2502449-01,13200,1200,13200
25053405-1,2505,2025-05-25,UDトラックス株式会社,鶴丸海運株式会社,北九州100え3245,1700414406,2502438-01,13200,1200,13200
25053406-1,2505,2025-05-25,UDトラックス株式会社,三原物流株式会社,北九州800か2669,1700414405,2502432-01,19800,1800,19800
25053407-1,2505,2025-05-26,UDトラックス株式会社,株式会社太田古鐵商店,北九州130そ･･11,1700414383,2502366-01,52800,4800,52800
25053408-1,2505,2025-05-26,UDトラックス株式会社,ケーエムサービス株式会社,北九州100え4953,1700414387,2502195-01,8800,800,8800
25053409-1,2505,2025-05-26,UDトラックス株式会社,有限会社堀本建設,北九州131あ･400,1700414409,2501991-01,168850,15350,168850
25053410-1,2505,2025-05-27,UDトラックス株式会社,株式会社ロジコム・アイ,北九州100き5026,1700414442,2502516-01,11000,1000,11000
25053411-1,2505,2025-05-27,UDトラックス株式会社,久富産業株式会社,北九州100え1104,1700414440,2502528-01,28600,2600,28600
25053412-1,2505,2025-05-28,UDトラックス株式会社,有限会社井手梱包,北九州100か5756,1700414443,2502534-01,24200,2200,24200
25053413-1,2505,2025-05-29,UDトラックス株式会社,株式会社バンテック,北九州130あ4012,1700414474,2502556-01,5500,500,5500
25053414-1,2505,2025-05-29,UDトラックス株式会社,田村運輸株式会社,北九州100き3500,1700414472,2502887-01,16500,1500,16500
25053415-1,2505,2025-05-29,UDトラックス株式会社,株式会社白石開発,北九州100え5124,1700414449,2502540-01,5500,500,5500
25053416-1,2505,2025-05-31,UDトラックス株式会社,株式会社サクラ物流,北九州130え･813,1700414475,2502106-01,35200,3200,35200
25063417-1,2506,2025-06-02,UDトラックス株式会社,中野運送　中野正博,筑豊130え･･89,1700414488,2502636-01,8800,800,8800
25063418-1,2506,2025-06-02,UDトラックス株式会社,いすゞ自動車九州株式会社長崎サービスセンター,長崎101か･･･1,1700414490,250262-01,25300,2300,25300
25063418-2,2506,2025-06-02,UDトラックス株式会社,いすゞ自動車九州株式会社長崎サービスセンター,長崎101か･･･1,1700414490,250262-01,5500,500,5500
25063419-1,2506,2025-06-04,UDトラックス株式会社,いすゞ自動車九州株式会社長崎サービスセンター,長崎130あ5380,1700414489,2502626-01,19800,1800,19800
25063420-1,2506,2025-06-04,UDトラックス株式会社,株式会社ロジコム・アイ,北九州100あ9036,1700414494,2502667-01,11000,1000,11000
25063421-1,2506,2025-06-05,UDトラックス株式会社,東邦興産株式会社,北九州100き3314,1700414495,2502533-01,11000,1000,11000
25063422-1,2506,2025-06-05,UDトラックス株式会社,鶴丸海運株式会社,北九州100え3245,1700414500,2502707-01,8800,800,8800
25063423-1,2506,2025-06-05,UDトラックス株式会社,鶴丸海運株式会社,北九州130か3001,1700414501,2502650-01,5500,500,5500
25063424-1,2506,2025-06-10,UDトラックス株式会社,株式会社GRACE,相模130こ4444,1700414517,2502740-01,11000,1000,11000
25063425-1,2506,2025-06-09,UDトラックス株式会社,株式会社サクラ物流,北九州100あ4378,1700414431,2501405-01,211200,19200,211200
25063426-1,2506,2025-06-11,UDトラックス株式会社,株式会社東西運輸,北九州100え2924,1700414533,2502830-01,22000,2000,22000
25063426-2,2506,2025-06-11,UDトラックス株式会社,株式会社東西運輸,北九州100え2924,1700414533,2502830-01,46200,4200,46200
25063427-1,2506,2025-06-11,UDトラックス株式会社,株式会社白石開発,北九州100え5124,1700414520,2502789-01,63800,5800,63800
25063428-1,2506,2025-06-11,UDトラックス株式会社,株式会社バンテック九州,北九州130う2011,1700414511,2502751-01,154000,14000,154000
25063429-1,2506,2025-06-12,UDトラックス株式会社,苅田港海陸運送株式会社,北九州800す6707,1700414534,,13200,1200,13200
25063429-2,2506,2025-06-12,UDトラックス株式会社,苅田港海陸運送株式会社,北九州800す6707,1700414534,0,16500,1500,16500
25063430-1,2506,2025-06-12,UDトラックス株式会社,曽根金属工業株式会社,北九州44や8404,1700414538,2502703-01,57200,5200,57200
25063431-1,2506,2025-06-15,UDトラックス株式会社,平和物流株式会社,北九州130か･･26,1700414543,2502857-01,24200,2200,24200
25063432-1,2506,2025-06-18,UDトラックス株式会社,株式会社サクラ物流,北九州130う･788,1700414553,2502887-01,35200,3200,35200
25063433-1,2506,2025-06-18,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･771,1700414558,2502863-01,19800,1800,19800
25063433-2,2506,2025-06-18,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･771,1700414558,2502863-01,19800,1800,19800
25063434-1,2506,2025-06-18,UDトラックス株式会社,東邦興産株式会社,北九州100え4888,1700414556,2502693-01,11000,1000,11000
25063435-1,2506,2025-06-19,UDトラックス株式会社,東邦興産株式会社,北九州100き4399,1700414507,2502724-01,23100,2100,23100
25063436-1,2506,2025-06-19,UDトラックス株式会社,株式会社バンテック九州,北九州130え1080,1700414555,2502892-01,33000,3000,33000
25063437-1,2506,2025-06-22,UDトラックス株式会社,パッシブル有限会社,北九州130こ･810,1700414430,2502443-01,11000,1000,11000
25063438-1,2506,2025-06-22,UDトラックス株式会社,株式会社サクラ物流,北九州130い･793,1700414581,2502064-01,11000,1000,11000
25063439-1,2506,2025-06-22,UDトラックス株式会社,株式会社上野商会,北九州131あｑ･･40,1700414579,2501619-01,72600,6600,72600
25063440-1,2506,2025-06-22,UDトラックス株式会社,株式会社上野商会,北九州13く･･90,1700414585,2502920-01,6600,600,6600
25063441-1,2506,2025-06-22,UDトラックス株式会社,有限会社SONEKIN　WORKS,北九州100え3677,1700414573,2502955-01,8800,800,8800
25063442-1,2506,2025-06-22,UDトラックス株式会社,平和物流株式会社,北九州130あ8848,1700414580,2502623-01,26400,2400,26400
25063443-1,2506,2025-06-22,UDトラックス株式会社,平和物流株式会社,北九州100き･900,1700414550,2502877-01,5500,500,5500
25063444-1,2506,2025-06-24,UDトラックス株式会社,有限会社井手梱包,北九州100あ3478,1700414589,2502897-01,11000,1000,11000
25063445-1,2506,2025-06-24,UDトラックス株式会社,株式会社　VIP,北九州103う･333,1700414586,2502943-01,5500,500,5500
25063446-1,2506,2025-06-24,UDトラックス株式会社,株式会社バンテック,北九州130あ3533,1700414593,2502904-01,38500,3500,38500
25063447-1,2506,2025-06-24,UDトラックス株式会社,菊竹産業株式会社,北九州100え3544,1700414601,2502592-01,11000,1000,11000
25063448-1,2506,2025-06-24,UDトラックス株式会社,鶴丸海運株式会社,北九州100え2980,1700414602,2502922-01,11000,1000,11000
25063449-1,2506,2025-06-26,UDトラックス株式会社,株式会社サクラ物流,筑豊130あ･655,1700414603,2502960-01,44000,4000,44000
25063450-1,2506,2025-06-26,UDトラックス株式会社,豊運輸株式会社,北九州130こ2021,1700414614,2502994-01,3300,300,3300
25063451-1,2506,2025-06-26,UDトラックス株式会社,株式会社サクラ物流,筑豊130あ･785,1700414598,2502998-01,156200,14200,156200
25063452-1,2506,2025-06-29,UDトラックス株式会社,田村運輸株式会社,北九州100さ4863,1700414625,2503058-01,17600,1600,17600
25063453-1,2506,2025-06-29,UDトラックス株式会社,株式会社サクラ物流,北九州100か5522,1700414616,2502348-01,22000,2000,22000
25063454-1,2506,2025-06-29,UDトラックス株式会社,株式会社バンテック,北九州130あ3534,1700414611,2502985-01,8800,800,8800
25063455-1,2506,2025-06-29,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･809,1700414433,2502382-01,30800,2800,30800
25063456-1,2506,2025-06-30,UDトラックス株式会社,株式会社バンテック,北九州130い2180,1700414624,2503067-01,52800,4800,52800
25063457-1,2506,2025-06-30,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･765,1700414617,2503054-01,19800,1800,19800
25073458-1,2507,2025-07-02,UDトラックス株式会社,三原物流株式会社,北九州132う･830,1700414636,2502166-01,22000,2000,22000
25073459-1,2507,2025-07-02,UDトラックス株式会社,株式会社昭和貨物,宮崎100あ6022,1700414638,2503128-01,3300,300,3300
25073460-1,2507,2025-07-03,UDトラックス株式会社,田村運輸株式会社,北九州100き2475,1700414627,2503077-01,19800,1800,19800
25073461-1,2507,2025-07-03,UDトラックス株式会社,丸正運送株式会社,筑豊130あ･･54,1700414635,2503087-01,13200,1200,13200
25073462-1,2507,2025-07-03,UDトラックス株式会社,有限会社行橋鎮西運送,北九州100あ8496,1700414644,2502076-01,6600,600,6600
25073463-1,2507,2025-07-03,UDトラックス株式会社,岩永建設有限会社,筑豊131あ･358,1700414609,2508020-01,26400,2400,26400
25073464-1,2507,2025-07-06,UDトラックス株式会社,株式会社ケイ・エム運輸機工,北九州100き･399,1700414665,2503191-01,27500,2500,27500
25073465-1,2507,2025-07-06,UDトラックス株式会社,合資会社山下組苅田営業所,北九州11き9001,1700414663,2503148-01,22000,2000,22000
25073466-1,2507,2025-07-06,UDトラックス株式会社,菊竹産業株式会社,北九州100あ3921,1700414660,2502507-01,16500,1500,16500
25073467-1,2507,2025-07-06,UDトラックス株式会社,株式会社東西運輸,北九州100き3517,1700414637,2503121-01,16500,1500,16500
25073468-1,2507,2025-07-08,UDトラックス株式会社,株式会社バンテック,北九州130あ4110,1700414669,2503223-01,52800,4800,52800
25073469-1,2507,2025-07-08,UDトラックス株式会社,株式会社白石開発,北九州100え4799,1700414672,2503228-01,46200,4200,46200
25073470-1,2507,2025-07-09,UDトラックス株式会社,田村運輸株式会社,北九州100き2880,1700414679,2503237-01,41800,3800,41800
25073471-1,2507,2025-07-10,UDトラックス株式会社,協栄ライン株式会社,福岡100え2980,1700414641,2503131-01,2896404,263309,2896404
25073472-1,2507,2025-07-10,UDトラックス株式会社,鶴丸海運株式会社,北九州100え3245,1700414700,2503231-01,5500,500,5500
25073473-1,2507,2025-07-10,UDトラックス株式会社,株式会社バンテック九州,北九州100き1234,1700414697,2503302-01,5500,500,5500
25073474-1,2507,2025-07-10,UDトラックス株式会社,株式会社バンテック,北九州130あ5595,1700414696,2503112-01,22000,2000,22000
25073475-1,2507,2025-07-10,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･765,1700414693,2502197-01,63800,5800,63800
25073477-1,2507,2025-07-13,UDトラックス株式会社,鶴丸海運株式会社,北九州100え2980,1700414690,2503284-01,5500,500,5500
25073478-1,2507,2025-07-13,UDトラックス株式会社,平和物流株式会社,北九州130あ8848,1700414707,2503286-01,42350,3850,42350
25073479-1,2507,2025-07-13,UDトラックス株式会社,行橋市・みやこ町清掃施設組合,北九州131け6000,1700414698,2503234-01,22000,2000,22000
25073480-1,2507,2025-07-13,UDトラックス株式会社,株式会社サクラ物流,北九州130い･774,1700414708,2502944-01,39600,3600,39600
25073481-1,2507,2025-07-15,UDトラックス株式会社,有限会社SONEKIN　WORKS,北九州100え4201,1700414717,2503358-01,22000,2000,22000
25073482-1,2507,2025-07-16,UDトラックス株式会社,株式会社ケイティトランスポート,筑豊130い1603,1700414719,2503367-01,35200,3200,35200
25073483-1,2507,2025-07-16,UDトラックス株式会社,中野産業株式会社,北九州130う3210,1700414721,2503305-01,11000,1000,11000
25073484-1,2507,2025-07-17,UDトラックス株式会社,鶴丸海運株式会社,北九州11け4052,1700414720,2503346-01,105600,9600,105600
25073485-1,2507,2025-07-17,UDトラックス株式会社,パッシブル有限会社,北九州130あ･550,1700414729,2503388-01,11000,1000,11000
25073486-1,2507,2025-07-17,UDトラックス株式会社,株式会社　VIP,北九州133あ･･17,1700414731,2503221-01,17600,1600,17600
25073487-1,2507,2025-07-21,UDトラックス株式会社,株式会社　VIP,北九州133あ･･17,1700414731,2503221-01,16500,1500,16500
25073487-2,2507,2025-07-21,UDトラックス株式会社,曾根金属工業株式会社,北九州100は3218,1700414763,2503357-01,19800,1800,19800
25073488-1,2507,2025-07-21,UDトラックス株式会社,九州紙運輸株式会社,北九州130い･167,1700414737,2503403-01,26400,2400,26400
25073489-1,2507,2025-07-21,UDトラックス株式会社,有限会社エコー商会,北九州100ぬ･･･7,1700414739,2503370-01,11000,1000,11000
25073490-1,2507,2025-07-21,UDトラックス株式会社,株式会社ロジコム・アイ,北九州100あ5941,1700414723,2503299-01,198000,18000,198000
25073491-1,2507,2025-07-23,UDトラックス株式会社,豊運輸株式会社,北九州100か9307,1700414744,2503425-01,11000,1000,11000
25073492-1,2507,2025-07-23,UDトラックス株式会社,田村運輸株式会社,北九州100き2476,1700414748,2503434-01,24200,2200,24200
25073493-1,2507,2025-07-24,UDトラックス株式会社,有限会社三栄運輸,北九州135う･･11,1700414761,2503466-01,26400,2400,26400
25073494-1,2507,2025-07-24,UDトラックス株式会社,株式会社ロジコム・アイ,北九州100あ9036,1700414513,2502667-01,16500,1500,16500
25073495-1,2507,2025-07-27,UDトラックス株式会社,株式会社バンテック,北九州100え3772,1700414755,2503312-01,35200,3200,35200
25073496-1,2507,2025-07-27,UDトラックス株式会社,株式会社GRACE,相模130こ4444,1700414778,2502740-01,11000,1000,11000
25073497-1,2507,2025-07-27,UDトラックス株式会社,株式会社森若商会,北九州130い1971,1700414777,2503473-01,55000,5000,55000
25073498-1,2507,2025-07-27,UDトラックス株式会社,株式会社バンテック九州,北九州100き3747,1700414754,2503326-01,11000,1000,11000
25073499-1,2507,2025-07-28,UDトラックス株式会社,平和物流株式会社,北九州100か8384,1700414780,2503492-01,26400,2400,26400
25073500-1,2507,2025-07-28,UDトラックス株式会社,三原物流株式会社,北九州130あ･244,1700414767,2503211-01,19800,1800,19800
25073501-1,2507,2025-07-29,UDトラックス株式会社,北九州ダイキュー運輸株式会社,北九州130い･453,1700414745,2503436-01,35200,3200,35200
25073502-1,2507,2025-07-29,UDトラックス株式会社,株式会社バンテック九州,北九州130あ1182,1700414785,2503282-01,23100,2100,23100
25073503-1,2507,2025-07-29,UDトラックス株式会社,田村運輸株式会社,北九州100き2475,1700414760,2503484-01,19800,1800,19800
25073542-1,2507,2025-07-31,UDトラックス株式会社,協栄ライン株式会社,福岡100え2980,1700414806,2503131-01,422400,38400,422400
25073543-1,2507,2025-07-31,UDトラックス株式会社,協栄ライン株式会社,福岡100え2980,1700414805,2503131-01,376200,34200,376200
25073544-1,2507,2025-07-31,UDトラックス株式会社,協栄ライン株式会社,福岡100え2980,1700414799,2503131-01,268400,24400,268400
25073545-1,2507,2025-09-15,UDトラックス株式会社,協栄ライン株式会社,福岡100え2980,1700414800,2503131-01,269164,24469,269164
25073545-2,2507,2025-07-31,UDトラックス株式会社,協栄ライン株式会社,福岡100え2980,1700414800,2503131-01,0,0,0
25073546-1,2507,2025-07-31,UDトラックス株式会社,協栄ライン株式会社,福岡100え2980,1700414801,2503131-01,433840,39440,433840
25073547-1,2507,2025-09-15,UDトラックス株式会社,協栄ライン株式会社,福岡100え2980,1700414803,2503232-01,440000,40000,440000
25073547-2,2507,2025-08-02,UDトラックス株式会社,協栄ライン株式会社,福岡100え2980,1700414803,2503232-01,0,0,0
25073548-1,2507,2025-07-31,UDトラックス株式会社,協栄ライン株式会社,福岡100え2980,1700414804,2503131-01,466400,42400,466400
25073553-1,2507,2025-09-15,UDトラックス株式会社,協栄ライン株式会社,福岡100え2980,1700414800,2503131-01,269164,24469,269164
25073553-2,2507,2025-07-31,UDトラックス株式会社,協栄ライン株式会社,福岡100え2980,1700414800,2503131-01,269164,24469,269164
25073554-1,2507,2025-07-31,UDトラックス株式会社,協栄ライン株式会社,福岡100え2980,1700414807,2503131-01,220000,20000,220000
25083504-1,2508,2025-08-03,UDトラックス株式会社,有限会社三栄運輸,北九州133く･･77,1700414774,2503480-01,11000,1000,11000
25083505-1,2508,2025-08-03,UDトラックス株式会社,北九州ダイキュー運輸株式会社,北九州130う･457,1700414786,2503523-01,38500,3500,38500
25083506-1,2508,2025-08-04,UDトラックス株式会社,宮西設備株式会社,北九州100あ4139,1700414814,2503598-01,22000,2000,22000
25083507-1,2508,2025-08-04,UDトラックス株式会社,株式会社サクラ物流,北九州130い･815,1700414818,2502187-01,11000,1000,11000
25083508-1,2508,2025-08-04,UDトラックス株式会社,鶴丸海運株式会社,北九州100え3245,1700414791,2503535-01,8800,800,8800
25083509-1,2508,2025-08-06,UDトラックス株式会社,パッシブル有限会社,北九州130い･540,1700414827,2503572-01,39600,3600,39600
25083510-1,2508,2025-08-06,UDトラックス株式会社,三原物流株式会社,北九州130え8181,1700414773,2503493-01,235950,21450,235950
25083511-1,2508,2025-08-08,UDトラックス株式会社,株式会社サクラ物流,北九州131え･800,1700414833,2502828-01,11000,1000,11000
25083512-1,2508,2025-08-08,UDトラックス株式会社,株式会社古園運送,大分11け1633,1700414810,2503568-01,132000,12000,132000
25083512-2,2508,2025-08-08,UDトラックス株式会社,株式会社古園運送,大分11け1633,1700414810,2503568-01,178200,16200,178200
25083513-1,2508,2025-08-17,UDトラックス株式会社,株式会社東西運輸,北九州100え3903,1700414835,2503065-01,19800,1800,19800
25083513-2,2508,2025-08-08,UDトラックス株式会社,株式会社東西運輸,北九州100え3903,1700414835,25030655-01,15400,1400,15400
25083514-1,2508,2025-08-18,UDトラックス株式会社,パッシブル有限会社,北九州130あ･550,1700414849,2503388-01,6600,600,6600
25083515-1,2508,2025-08-19,UDトラックス株式会社,藤澤環境開発株式会社,和泉130え8010,1700414851,2503708-01,26400,2400,26400
25083516-1,2508,2025-08-19,UDトラックス株式会社,ユニプレス物流株式会社,北九州100き2171,1700414844,2503060-01,93500,8500,93500
25083517-1,2508,2025-08-20,UDトラックス株式会社,CEREZOLINE株式会社,北九州130い3312,1700414673,2503229-01,440000,40000,440000
25083518-1,2508,2025-08-20,UDトラックス株式会社,有限会社行橋鎮西運送,北九州100あ8497,1700414862,2503755-01,1100,100,1100
25083519-1,2508,2025-08-21,UDトラックス株式会社,久富産業株式会社,北九州100か8409,1700414874,2503337-01,26400,2400,26400
25083520-1,2508,2025-08-24,UDトラックス株式会社,鶴丸海運株式会社,北九州100あ4811,1700414881,2502831-01,30800,2800,30800
25083521-1,2508,2025-08-25,UDトラックス株式会社,株式会社バンテック九州,北九州100き4084,1700414883,2503661-01,5500,500,5500
25083522-1,2508,2025-08-25,UDトラックス株式会社,株式会社サクラ物流,北九州100か6183,1700414886,2503827-01,100100,9100,100100
25083523-1,2508,2025-08-28,UDトラックス株式会社,北九州ダイキュー運輸株式会社,北九州130え･478,1700414925,2503871-01,52800,4800,52800
25083524-1,2508,2025-08-28,UDトラックス株式会社,ユニプレス物流株式会社,北九州100か8863,1700414929,1700414929,37400,3400,37400
25083525-1,2508,2025-08-31,UDトラックス株式会社,株式会社バンテック,北九州100え4953,1700414892,2503850-01,46200,4200,46200
25083526-1,2508,2025-08-31,UDトラックス株式会社,株式会社バンテック,北九州100え3685,1700414934,2503952-01,16500,1500,16500
25083527-1,2508,2025-08-31,UDトラックス株式会社,有限会社三栄運輸,北九州133く･･77,1700414939,2503967-01,11000,1000,11000
25083528-1,2508,2025-08-31,UDトラックス株式会社,株式会社森若商会,北九州130い1971,1700414936,2503961-01,24200,2200,24200
25083529-1,2508,2025-08-31,UDトラックス株式会社,鶴丸海運株式会社,北九州100え4400,1700414858,2503742-01,530200,48200,530200
25083552-1,2508,2025-09-15,UDトラックス株式会社,協栄ライン株式会社,福岡100え2980,1700414803,2503232-01,440000,40000,440000
25083552-2,2508,2025-08-02,UDトラックス株式会社,協栄ライン株式会社,福岡100え2980,1700414803,2503232-01,440000,40000,440000
25093530-1,2509,2025-09-01,UDトラックス株式会社,平和物流株式会社,北九州100き2779,1700414948,2504002-01,24200,2200,24200
25093531-1,2509,2025-09-01,UDトラックス株式会社,有限会社和田タイヤサービス,北九州400そ1976,1700414674,2503230-01,297000,27000,297000
25093532-1,2509,2025-09-03,UDトラックス株式会社,株式会社バンテック,北九州130あ4049,1700414958,2504039-01,16500,1500,16500
25093533-1,2509,2025-09-07,UDトラックス株式会社,東邦興産株式会社,北九州100き5077,1700414072,2504072-01,13200,1200,13200
25093534-1,2509,2025-09-07,UDトラックス株式会社,田村運輸株式会社,北九州100き3751,1700414976,2504088-01,17600,1600,17600
25093535-1,2509,2025-09-08,UDトラックス株式会社,興栄産業株式会社,北九州100す5699,1700414985,2503777-01,234300,21300,234300
25093536-1,2509,2025-09-11,UDトラックス株式会社,久富産業株式会社,北九州11け3557,1700414990,2504148-01,39600,3600,39600
25093537-1,2509,2025-09-11,UDトラックス株式会社,株式会社東西運輸,北九州100え･375,1700415008,2504150-01,35200,3200,35200
25093538-1,2509,2025-09-11,UDトラックス株式会社,田村運輸株式会社,北九州100き2282,1700415010,2504202-01,5500,500,5500
25093549-1,2509,2025-09-15,UDトラックス株式会社,株式会社バンテック九州,北九州130い1062,1700415017,2504120-01,16500,1500,16500
25093550-1,2509,2025-09-15,UDトラックス株式会社,平和物流株式会社,北九州100き2897,1700415016,2504235-01,22000,2000,22000
25093551-1,2509,2025-09-15,UDトラックス株式会社,株式会社東西運輸,佐賀130い･666,1700414994,2504175-01,16500,1500,16500
25093555-1,2509,2025-09-17,UDトラックス株式会社,有限会社行橋鎮西運送,北九州100あ4997,1700414931,2503946-01,313500,28500,313500
25093556-1,2509,2025-09-21,UDトラックス株式会社,田村運輸株式会社,北九州100き4863,1700415055,2504338-01,8800,800,8800
25093557-1,2509,2025-09-21,UDトラックス株式会社,株式会社バンテック,北九州100え･885,1700415052,2504217-01,17600,1600,17600
25093558-1,2509,2025-09-21,UDトラックス株式会社,株式会社バンテック,北九州100え･884,1700415050,2504190-01,23100,2100,23100
25093559-1,2509,2025-09-21,UDトラックス株式会社,株式会社サクラ物流,北九州130い･824,1700415049,2503130-01,13200,1200,13200
25093560-1,2509,2025-09-21,UDトラックス株式会社,株式会社サクラ物流,筑豊100か2721,1700415035,2504195-01,22000,2000,22000
25093561-1,2509,2025-09-21,UDトラックス株式会社,久富産業株式会社,北九州11け5656,1700415031,2504240-01,170852,15532,170852
25093562-1,2509,2025-09-21,UDトラックス株式会社,有限会社井手梱包,北九州100あ7197,1700415012,2504232-01,198000,18000,198000
25093563-1,2509,2025-09-21,UDトラックス株式会社,丸屋商事株式会社,北九州830た･520,1700415004,2504131-01,8800,800,8800
25093564-1,2509,2025-09-24,UDトラックス株式会社,株式会社ユートランス,北九州132い7007,1700415063,2504377-01,19800,1800,19800
25093565-1,2509,2025-09-24,UDトラックス株式会社,宮西設備株式会社,北九州100す6481,1700414924,2503913-01,2193400,199400,2193400
25093566-1,2509,2025-09-24,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･809,1700414783,2503095-01,162250,14750,162250
25093567-1,2509,2025-09-25,UDトラックス株式会社,凡中産業株式会社,北九州100は3665,1700415065,2504290-01,5500,500,5500
25093568-1,2509,2025-09-25,UDトラックス株式会社,久富産業株式会社,北九州11け4352,1700415057,2504351-01,48400,4400,48400
25093569-1,2509,2025-09-28,UDトラックス株式会社,株式会社バンテック,北九州100え1072,1700415073,2504000-01,8800,800,8800
25093570-1,2509,2025-09-28,UDトラックス株式会社,鶴丸海運株式会社,北九州100か5957,1700415072,2504399-01,8800,800,8800
25093571-1,2509,2025-09-28,UDトラックス株式会社,株式会社VIP,北九州130え1025,1700415077,2504437-01,6600,600,6600
25093572-1,2509,2025-09-28,UDトラックス株式会社,株式会社バンテック,北九州130あ3491,1700415082,2504455-01,24200,2200,24200
25093573-1,2509,2025-09-28,UDトラックス株式会社,株式会社　VIP,北九州130え1025,1700415081,2504437-01,11000,1000,11000
25093574-1,2509,2025-09-29,UDトラックス株式会社,パッシブル有限会社,北九州130い･690,1700415086,2504467-01,4180,380,4180
25093575-1,2509,2025-09-30,UDトラックス株式会社,久富産業株式会社,北九州100か9670,1700415090,2504473-01,11000,1000,11000
25093576-1,2509,2025-09-30,UDトラックス株式会社,香春石灰化学工業株式会社,筑豊100は1773,1700415093,2504494-01,5500,500,5500
25093577-1,2509,2025-09-30,UDトラックス株式会社,三原物流株式会社,北九州130こ1003,1700415091,2504441-01,22000,2000,22000
25093578-1,2509,2025-09-30,UDトラックス株式会社,株式会社リアライズコーポレーション,愛媛104け･･･5,1700415071,2504059-01,8800,800,8800
25103579-1,2510,2025-10-02,UDトラックス株式会社,株式会社バンテック,北九州100え･886,1700415070,2504411-01,5500,500,5500
25103580-1,2510,2025-10-02,UDトラックス株式会社,株式会社NBSロジソル中津川豊前営業所,北九州100あ5481,1700415106,2504535-01,6600,600,6600
25103581-1,2510,2025-10-05,UDトラックス株式会社,パッシブル有限会社,北九州130う820,1700415098,2504510-01,13200,1200,13200
25103582-1,2510,2025-10-05,UDトラックス株式会社,株式会社サクラ物流,北九州131え･800,1700415127,2504503-01,6600,600,6600
25103583-1,2510,2025-10-05,UDトラックス株式会社,株式会社バンテック九州,北九州130あ2984,1700415109,2504548-01,5500,500,5500
25103584-1,2510,2025-10-05,UDトラックス株式会社,株式会社ランクルーズ,北九州100を･697,1700415101,2504529-01,2200,200,2200
25103585-1,2510,2025-10-05,UDトラックス株式会社,三原物流株式会社,北九州130う･415,1700415114,2504558-01,39600,3600,39600
25103586-1,2510,2025-10-07,UDトラックス株式会社,株式会社バンテック,北九州130あ4090,1700415135,2504602-01,13200,1200,13200
25103587-1,2510,2025-10-09,UDトラックス株式会社,鶴丸海運株式会社,北九州100え3245,1700415153,2504638-01,5500,500,5500
25103588-1,2510,2025-10-09,UDトラックス株式会社,株式会社富士技研,北九州100す･374,1700415154,2504511-01,11000,1000,11000
25103589-1,2510,2025-10-09,UDトラックス株式会社,株式会社白石開発,北九州100え4789,1700415149,2504633-01,11000,1000,11000
25103590-1,2510,2025-10-09,UDトラックス株式会社,有限会社パインカーゴ,北九州130あ8100,1700415155,2504632-01,96800,8800,96800
25103591-1,2510,2025-10-13,UDトラックス株式会社,株式会社メタリックスジャパン,北九州130を･666,1700415158,2504652-01,7260,660,7260
25103592-1,2510,2025-10-13,UDトラックス株式会社,鶴丸海運株式会社,北九州100え2664,1700415147,250461-01,39600,3600,39600
25103593-1,2510,2025-10-17,UDトラックス株式会社,東洋物産株式会社,北九州130い8804,1700415172,2504099-01,6600,600,6600
25103594-1,2510,2025-10-17,UDトラックス株式会社,有限会社大雄産業,北九州100か1378,1700415118,2504533-01,52800,4800,52800
25103594-2,2510,2025-10-17,UDトラックス株式会社,有限会社大雄産業,北九州100か1378,1700415118,2504533-01,63800,5800,63800
25103595-1,2510,2025-10-19,UDトラックス株式会社,株式会社サクラ物流,北九州130う･825,1700415179,2504740-01,8800,800,8800
25103596-1,2510,2025-10-19,UDトラックス株式会社,東邦興産株式会社,北九州100き2260,1700415123,2504487-01,11000,1000,11000
